ID,ID2,Feature,Feature2,swap_proportion,Acc,Acc_after,distortion_multiple,distortion_feature,hellinger_div,wasserstein_div,cramers_v_div,total_variation_div,KL_div,JS_Div,Casuality,Importance,effect_distance,effect_distance_contrained,SP,SP_after,TPR,TPR_after,FPR,FPR_after
F_8,F_10,exang,ca,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_8,F_11,exang,thal,0.1,70.0,70.0,0,0,0.0,0.0,0.7071067811865476,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.533,0.533,0.75,0.75,0.344,0.344
F_9,F_0,oldpeak,age,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381505,0.6951950904663117,0.032866379310344807,0.002893213575315108,0.026774480407556984,1.667,31.667,0.016666666666666666,1.0,0.533,0.517,0.75,0.714,0.344,0.344
F_9,F_1,oldpeak,sex,0.1,70.0,66.667,0,0,0.13971357903482584,0.00523238519607631,0.6831300510639732,0.06458333333333328,0.005690248848560767,0.037552293074943205,3.333,33.333,0.03333333333333333,1.0,0.533,0.5,0.75,0.679,0.344,0.344
F_9,F_2,oldpeak,cp,0.1,70.0,70.0,0,0,0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016806,0.005706007383541496,0.03755930281802686,3.333,30.0,0.03333333333333333,1.0,0.533,0.567,0.75,0.786,0.344,0.375
F_9,F_3,oldpeak,trestbps,0.1,70.0,65.0,0,0,0.22090656490199947,0.0026161925980381505,0.6402270206759371,0.09859913793103448,0.014674452450548738,0.06026176170386957,8.333,35.0,0.08333333333333333,1.0,0.533,0.517,0.75,0.679,0.344,0.375
F_9,F_4,oldpeak,chol,0.1,70.0,66.667,0,0,0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016804,0.005706007383541499,0.03755930281802686,3.333,33.333,0.03333333333333333,1.0,0.533,0.567,0.75,0.75,0.344,0.406
F_9,F_5,oldpeak,fbs,0.1,70.0,65.0,0,0,0.22090656490199947,0.0026161925980381505,0.6402270206759371,0.09859913793103448,0.014674452450548738,0.06026176170386957,8.333,35.0,0.08333333333333333,1.0,0.533,0.517,0.75,0.679,0.344,0.375
F_9,F_6,oldpeak,restecg,0.1,70.0,66.667,0,0,0.13971357903482584,0.0,0.6822019427666546,0.033482142857142856,0.005890619437616889,0.03817599738244842,3.333,33.333,0.03333333333333333,1.0,0.533,0.533,0.75,0.714,0.344,0.375
F_9,F_7,oldpeak,thalach,0.1,70.0,68.333,0,0,0.17111348938666637,0.0026161925980381596,0.6688972286098527,0.06601731601731606,0.008791789280144175,0.046632677276114226,5.0,31.667,0.05,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_9,F_8,oldpeak,exang,0.1,70.0,68.333,0,0,0.098792419159368,0.0026161925980381596,0.6951413356361907,0.033008658008658,0.002901169842527294,0.026777070133741886,1.667,31.667,0.016666666666666666,1.0,0.533,0.55,0.75,0.75,0.344,0.375
F_9,F_10,oldpeak,ca,0.1,70.0,66.667,0,0,0.13971357903482584,0.00523238519607631,0.6829112043336852,0.06512605042016804,0.005706007383541499,0.03755930281802686,3.333,33.333,0.03333333333333333,1.0,0.533,0.567,0.75,0.75,0.344,0.406
F_9,F_11,oldpeak,thal,0.1,70.0,63.333,0,0,0.197584838318736,0.0,0.6546735508680396,0.06696428571428571,0.011781238875233777,0.053989013255378346,6.667,36.667,0.06666666666666667,1.0,0.533,0.533,0.75,0.679,0.344,0.406
