"Swap 
 Percentage",Measurement,Feature,studytime,Pstatus,Medu,Fjob,higher,goout,reason,internet,Walc,age,nursery,activities,romantic,famrel,sex,absences,schoolsup,famsup,freetime,guardian,traveltime,health,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
50%,"Hellinger
 distance",reason,0.2568/0.2568,0.1237/0.2417,0.2973/0.2973,0.2113/0.2113,0.207/0.2993,0.1984/0.1984,-,0.1321/0.2616,0.2491/0.2491,0.2018/0.1966,0.1491/0.2383,0.1387/0.2523,0.1503/0.2649,0.203/0.203,0.1241/0.2608,0.2132/0.2132,0.1462/0.2095,0.1393/0.2663,0.207/0.207,0.1094/0.1673,0.1973/0.1973,0.2118/0.2118,0.1082/0.222,,0.25361489314799324,0.588727921952747,0.6534608138759689,0.7996918414559513,"[0.13213497923363665, 0.20297804957111715]","[0.2616007630800804, 0.20297804957111715]","[0.39373574231371705, 0.4059560991422343]"
50%,"Wasserstein
 distance",reason,0.0092/0.0092,0.0062/0.0111,0.0133/0.0133,0.0068/0.0068,0.0168/0.0173,0.0074/0.0074,-,0.007/0.0087,0.0113/0.0113,0.0144/0.0103,0.0091/0.0072,0.0049/0.0074,0.0066/0.0097,0.0061/0.0061,0.0027/0.0097,0.0067/0.0067,0.0096/0.0083,0.0056/0.009,0.0069/0.0069,0.0085/0.0088,0.01/0.01,0.0066/0.0066,0.0145/0.0062,,0.00534514061607724,0.01140599794714356,0.015769063550861672,0.02784478473301597,[0.00606085733106632],"[0.00872613120743622, 0.00606085733106632]","[0.015723070070883333, 0.01212171466213264]"
50%,"Total variation
 distance",reason,0.2163/0.2163,0.0958/0.1782,0.2533/0.2533,0.1363/0.1363,0.2211/0.2418,0.1362/0.1362,-,0.1062/0.1891,0.2277/0.2277,0.1873/0.1609,0.1497/0.148,0.0971/0.1475,0.1111/0.1755,0.1411/0.1411,0.0787/0.169,0.1383/0.1383,0.1693/0.137,0.1003/0.1697,0.1391/0.1391,0.1183/0.1421,0.1525/0.1525,0.142/0.142,0.1156/0.1298,,0.09998009243120781,0.34724601632650925,0.3887013120880663,0.9076189547321325,"[0.1061985122050187, 0.14106741169028272]","[0.18910910372813283, 0.14106741169028272]","[0.48441671966128436, 0.4232022350708482]"
50%,"Jensen-Shannon
 divergence",reason,0.0787/0.0787,0.0411/0.0596,0.086/0.086,0.0617/0.0617,0.0598/0.0661,0.0588/0.0588,-,0.0451/0.0703,0.0746/0.0746,0.0584/0.0528,0.0559/0.0595,0.0488/0.0631,0.0514/0.0676,0.0594/0.0594,0.0445/0.0658,0.0507/0.0507,0.0512/0.0528,0.0482/0.0664,0.0605/0.0605,0.0459/0.0519,0.0575/0.0575,0.0631/0.0631,0.036/0.054,,0.05159821599684318,0.1560792815223058,0.16867304815787848,0.23414966432207063,"[0.04506816090350379, 0.05941290462195883]","[0.07025569417464919, 0.05941290462195883]","[0.11532385507815299, 0.11882580924391765]"
70%,"Hellinger
 distance",reason,0.3052/0.3052,0.1756/0.2767,0.336/0.336,0.2512/0.2512,0.2526/0.3477,0.2451/0.2451,-,0.1536/0.2938,0.3059/0.3059,0.2638/0.2512,0.174/0.2731,0.1847/0.2803,0.1752/0.3021,0.2635/0.2635,0.1671/0.2778,0.2695/0.2695,0.1756/0.2374,0.1923/0.3226,0.259/0.259,0.1449/0.1988,0.2431/0.2431,0.2495/0.2495,0.1841/0.2606,,0.3024500570432328,0.45604513738238883,0.6579088605110586,0.9744528854064947,[0.15359508033915606],"[0.2937872481256526, 0.263535278470843]","[0.44738232846480863, 0.527070556941686]"
70%,"Wasserstein
 distance",reason,0.0126/0.0126,0.0069/0.0131,0.0163/0.0163,0.0076/0.0076,0.0235/0.0191,0.0078/0.0078,-,0.0084/0.0094,0.0141/0.0141,0.0301/0.0177,0.0116/0.0056,0.0071/0.0095,0.0075/0.01,0.0095/0.0095,0.0048/0.0091,0.0139/0.0139,0.0124/0.0091,0.0075/0.009,0.01/0.01,0.0121/0.0137,0.0172/0.0172,0.009/0.009,0.0204/0.0066,,0.00550387868848023,0.023401685014477903,0.023868579223193492,0.03672940106942652,"[0.0084324970678617, 0.009465309258135974]","[0.00936628548529287, 0.009465309258135976]","[0.01779878255315457, 0.018930618516271952]"
70%,"Total variation
 distance",reason,0.2811/0.2811,0.1773/0.2177,0.3136/0.3136,0.1894/0.1894,0.3144/0.294,0.1797/0.1797,-,0.1332/0.2195,0.3122/0.3122,0.3003/0.2477,0.1714/0.1748,0.1491/0.1802,0.1436/0.2055,0.2114/0.2114,0.1176/0.1805,0.2366/0.2366,0.2028/0.1605,0.1599/0.2224,0.2012/0.2012,0.1791/0.1991,0.2314/0.2314,0.1992/0.1992,0.2129/0.1749,,0.12747573936026796,0.47208259047166873,0.5152294115058209,1.2064078374708112,"[0.13322131471059148, 0.21138553640080926]","[0.21951495677889593, 0.21138553640080926]","[0.5722512282683834, 0.6341566092024278]"
70%,"Jensen-Shannon
 divergence",reason,0.0907/0.0907,0.065/0.0705,0.0964/0.0964,0.0743/0.0743,0.0721/0.0737,0.0729/0.0729,-,0.0513/0.0776,0.0944/0.0944,0.0758/0.0702,0.0611/0.0655,0.0633/0.0698,0.0626/0.0768,0.0783/0.0783,0.0595/0.0702,0.0689/0.0689,0.0574/0.0586,0.067/0.0814,0.0759/0.0759,0.0614/0.0617,0.0737/0.0737,0.0766/0.0766,0.0653/0.0698,,0.06230665021613803,0.19196627580072267,0.20513186595602273,0.2856504314797693,"[0.05131857324857464, 0.07834105233601]","[0.0776497535591747, 0.07834105233601]","[0.12896832680774933, 0.15668210467202]"
10%,"Hellinger
 distance",internet,0.0805/0.0756,0.0692/0.031,0.1152/0.1152,0.0598/0.0598,0.1059/0.0485,0.0496/0.0496,0.0642/0.0642,-,0.0596/0.0596,0.0443/0.0443,0.0685/0.0,0.0436/0.0445,0.0346/0.0329,0.0526/0.0526,0.0625/0.0247,0.0722/0.0722,0.0522/0.0165,0.0369/0.0099,0.0304/0.0304,0.0498/0.0126,0.0484/0.0484,0.0365/0.0365,0.0467/0.0274,,0.03288233676493356,0.03288233676493356,0.03288233676493356,0,[],[],[]
10%,"Wasserstein
 distance",internet,0.0037/0.0035,0.0022/0.001,0.0046/0.0046,0.0024/0.0024,0.0038/0.0029,0.0017/0.0017,0.0016/0.0016,-,0.0033/0.0033,0.0014/0.0014,0.0013/0.0,0.0005/0.0029,0.0008/0.0013,0.0019/0.0019,0.0012/0.0014,0.001/0.001,0.0013/0.0005,0.0005/0.0005,0.0006/0.0006,0.0015/0.0001,0.0012/0.0012,0.0007/0.0007,0.0014/0.0022,,0.00016017505702274,0.00016017505702274,0.00016017505702274,0,[],[],[]
10%,"Total variation
 distance",internet,0.0522/0.0496,0.0304/0.0164,0.0728/0.0728,0.0298/0.0298,0.0813/0.0412,0.0227/0.0227,0.0261/0.0261,-,0.0437/0.0437,0.0212/0.0212,0.0196/0.0,0.0095/0.0412,0.0104/0.0246,0.0275/0.0275,0.0172/0.0193,0.0283/0.0283,0.0201/0.0071,0.0104/0.0061,0.0105/0.0105,0.0288/0.0112,0.0178/0.0178,0.0122/0.0122,0.0188/0.0346,,0.00702059849971744,0.00702059849971744,0.00702059849971744,0,[],[],[]
10%,"Jensen-Shannon
 divergence",internet,0.0251/0.0235,0.0184/0.0102,0.0348/0.0348,0.0176/0.0176,0.0236/0.0196,0.0143/0.0143,0.0158/0.0158,-,0.0189/0.0189,0.0114/0.0114,0.0162/0.0,0.01/0.0186,0.0086/0.012,0.0151/0.0151,0.0147/0.0096,0.0164/0.0164,0.0116/0.0048,0.0086/0.0036,0.0079/0.0079,0.015/0.0063,0.012/0.012,0.0089/0.0089,0.0121/0.0122,,0.00769353467996825,0.00769353467996825,0.00769353467996825,0,[],[],[]
30%,"Hellinger
 distance",internet,0.1726/0.1605,0.1296/0.0621,0.1781/0.1781,0.1222/0.1222,0.2208/0.0776,0.1057/0.1057,0.1463/0.1463,-,0.1551/0.1551,0.0987/0.0987,0.1464/0.0495,0.1186/0.0359,0.1361/0.0747,0.1211/0.1211,0.1446/0.0479,0.1501/0.1419,0.1619/0.0329,0.1568/0.0782,0.1065/0.1065,0.0845/0.0168,0.1116/0.1116,0.1085/0.1085,0.1337/0.0529,,0.11260010653727293,0.11260010653727293,0.11260010653727293,0,[],[],[]
30%,"Wasserstein
 distance",internet,0.0066/0.0059,0.002/0.0044,0.0064/0.0064,0.0034/0.0034,0.0085/0.0035,0.0044/0.0044,0.006/0.006,-,0.0093/0.0093,0.0036/0.0036,0.0041/0.0051,0.0019/0.0022,0.0026/0.0044,0.004/0.004,0.0022/0.0045,0.0028/0.0028,0.007/0.0043,0.0029/0.0065,0.0036/0.0036,0.002/0.0004,0.0033/0.0033,0.0026/0.0026,0.0018/0.0026,,0.0011233385343440501,0.0011233385343440501,0.0011233385343440501,0,[],[],[]
30%,"Total variation
 distance",internet,0.1272/0.1158,0.0477/0.0699,0.1147/0.1147,0.0642/0.0642,0.1589/0.0584,0.0649/0.0649,0.0952/0.0952,-,0.1295/0.1295,0.0598/0.0598,0.0672/0.0633,0.0365/0.0357,0.0476/0.0812,0.0708/0.0708,0.0484/0.0605,0.0839/0.0633,0.1081/0.0473,0.0591/0.0925,0.0644/0.0644,0.0444/0.0139,0.0629/0.0629,0.0544/0.0544,0.0456/0.0456,,0.031040744676840943,0.031040744676840943,0.031040744676840943,0,[],[],[]
30%,"Jensen-Shannon
 divergence",internet,0.0537/0.0498,0.0304/0.0278,0.0488/0.0488,0.034/0.034,0.0451/0.0261,0.0319/0.0319,0.0424/0.0424,-,0.048/0.048,0.0256/0.0256,0.0359/0.0237,0.0274/0.0159,0.0326/0.0333,0.036/0.036,0.0343/0.0204,0.0379/0.0313,0.0424/0.0163,0.0373/0.0347,0.0329/0.0329,0.0232/0.0075,0.0301/0.0301,0.0309/0.0309,0.0303/0.0195,,0.02441356860054926,0.02441356860054926,0.02441356860054926,0,[],[],[]
50%,"Hellinger
 distance",internet,0.2129/0.1981,0.21/0.1084,0.2605/0.2605,0.1713/0.1713,0.2832/0.1349,0.1503/0.1503,0.193/0.193,-,0.2108/0.2108,0.155/0.155,0.2041/0.078,0.2127/0.0616,0.2052/0.108,0.1663/0.1663,0.2145/0.0487,0.2048/0.1932,0.2039/0.0991,0.2125/0.1004,0.1538/0.1538,0.1523/0.0504,0.1595/0.1595,0.1619/0.1619,0.1902/0.0779,,0.18865328595591885,0.18865328595591885,0.18865328595591885,0,[],[],[]
50%,"Wasserstein
 distance",internet,0.0055/0.0049,0.0052/0.0055,0.0119/0.0119,0.0051/0.0051,0.0166/0.0144,0.0065/0.0065,0.0062/0.0062,-,0.0124/0.0124,0.0064/0.0064,0.004/0.0076,0.0034/0.0041,0.0025/0.0057,0.0057/0.0057,0.0036/0.0058,0.0064/0.0043,0.0102/0.0118,0.0051/0.0064,0.0041/0.0041,0.0074/0.0039,0.0087/0.0087,0.0054/0.0054,0.0045/0.0033,,0.00310858798067566,0.00310858798067566,0.00310858798067566,0,[],[],[]
50%,"Total variation
 distance",internet,0.1762/0.162,0.1128/0.1126,0.2279/0.2279,0.1088/0.1088,0.2474/0.1816,0.1092/0.1092,0.1338/0.1338,-,0.2073/0.2073,0.1132/0.1132,0.0955/0.1061,0.0824/0.0668,0.0793/0.1158,0.1187/0.1187,0.0881/0.0708,0.1394/0.1109,0.1479/0.1502,0.0927/0.12,0.0922/0.0922,0.1356/0.0613,0.1424/0.1424,0.1084/0.1084,0.0896/0.0715,,0.06955271980216185,0.06955271980216185,0.06955271980216185,0,[],[],[]
50%,"Jensen-Shannon
 divergence",internet,0.0682/0.0633,0.0528/0.0431,0.0778/0.0778,0.0493/0.0493,0.059/0.051,0.0476/0.0476,0.055/0.055,-,0.0669/0.0669,0.0443/0.0443,0.0507/0.0369,0.0494/0.0283,0.0493/0.0456,0.0502/0.0502,0.0506/0.0226,0.0518/0.0442,0.0511/0.0442,0.0496/0.0444,0.0448/0.0448,0.0463/0.0225,0.0486/0.0486,0.0483/0.0483,0.0466/0.0316,,0.0427413954989206,0.0427413954989206,0.0427413954989206,0,[],[],[]
70%,"Hellinger
 distance",internet,0.2575/0.246,0.2502/0.1171,0.3223/0.3223,0.2077/0.2077,0.3692/0.1715,0.196/0.196,0.2389/0.2389,-,0.2561/0.2561,0.181/0.181,0.2523/0.081,0.2438/0.0707,0.2592/0.111,0.2179/0.2179,0.2673/0.0835,0.2405/0.2347,0.2507/0.0715,0.2767/0.1328,0.1781/0.1781,0.183/0.0611,0.2039/0.2039,0.1994/0.1994,0.2413/0.0895,,0.22714562065855226,0.22714562065855226,0.22714562065855226,0,[],[],[]
70%,"Wasserstein
 distance",internet,0.0097/0.0166,0.0049/0.0065,0.0169/0.0169,0.0062/0.0062,0.0266/0.0164,0.0077/0.0077,0.0085/0.0085,-,0.0135/0.0135,0.0054/0.0054,0.0067/0.0057,0.0055/0.0032,0.0048/0.0043,0.0094/0.0094,0.0052/0.0071,0.0074/0.0068,0.0131/0.0097,0.0071/0.0064,0.0059/0.0059,0.0098/0.0065,0.0134/0.0134,0.0076/0.0076,0.0086/0.0049,,0.0031557424066406296,0.0031557424066406296,0.0031557424066406296,0,[],[],[]
70%,"Total variation
 distance",internet,0.2297/0.237,0.1437/0.127,0.3204/0.3204,0.1523/0.1523,0.36/0.2494,0.1585/0.1585,0.1889/0.1889,-,0.261/0.261,0.1317/0.1317,0.1419/0.0818,0.1116/0.0715,0.1258/0.1193,0.1782/0.1782,0.1305/0.1067,0.1689/0.1608,0.1881/0.1266,0.1475/0.1525,0.122/0.122,0.1655/0.1069,0.2077/0.2077,0.1541/0.1541,0.1463/0.1033,,0.08733947509871672,0.08733947509871672,0.08733947509871672,0,[],[],[]
70%,"Jensen-Shannon
 divergence",internet,0.077/0.0718,0.063/0.0448,0.0954/0.0954,0.0634/0.0634,0.0804/0.0669,0.0607/0.0607,0.0694/0.0694,-,0.0798/0.0798,0.0475/0.0475,0.0609/0.0318,0.0562/0.0305,0.0615/0.0494,0.0664/0.0664,0.0628/0.0377,0.0561/0.053,0.0594/0.0329,0.0644/0.0591,0.0513/0.0513,0.0539/0.0344,0.0655/0.0655,0.06/0.06,0.059/0.0385,,0.050613628076448966,0.050613628076448966,0.050613628076448966,0,[],[],[]
10%,"Hellinger
 distance",Walc,0.0808/0.0784,0.0395/0.1,0.0986/0.0986,0.0841/0.0841,0.0283/0.1299,0.0689/0.0689,0.094/0.094,0.0198/0.1215,-,0.0853/0.0853,0.0296/0.0993,0.0395/0.1268,0.0445/0.1277,0.0781/0.0781,0.0346/0.1242,0.0849/0.0794,0.0296/0.1125,0.0369/0.1329,0.0879/0.0879,0.0357/0.0771,0.0815/0.0815,0.0861/0.0861,0.0239/0.127,,0.12456741638602861,0.29452764817881305,0.60429269315415,1.3003484710306723,"[0.06887532656865503, 0.019758483831873598, 0.0444565886217156, 0.03686983277054023]","[0.07837993859230724, 0.06887532656865503, 0.09404630643663506, 0.12154041652909157, 0.1277257508362187, 0.07810357814351498, 0.13292072079404754, 0.0878982838429881]","[0.15922968766359868, 0.13775065313731005, 0.18809261287327012, 0.14129890036096518, 0.17218233945793432, 0.15620715628702997, 0.16979055356458778, 0.1757965676859762]"
10%,"Wasserstein
 distance",Walc,0.0035/0.0034,0.0017/0.0022,0.0029/0.0029,0.0021/0.0021,0.0011/0.0034,0.0018/0.0018,0.0029/0.0029,0.002/0.0034,-,0.0021/0.0021,0.0033/0.0017,0.003/0.0017,0.003/0.0025,0.0027/0.0027,0.0037/0.0033,0.0055/0.0011,0.0012/0.0019,0.0034/0.0027,0.0024/0.0024,0.0025/0.0021,0.004/0.004,0.0024/0.0024,0.0004/0.0035,,0.00241108921569608,0.017861584565191775,0.02105136880099388,0.04352211200257203,"[0.00351343961982017, 0.00184261347337655, 0.0019939630071534, 0.00298724494063831, 0.00266749017359308, 0.002445744134914185]","[0.0034153323973937404, 0.00184261347337655, 0.002886001456231865, 0.00343035884004834, 0.0024839724349195397, 0.00266749017359308, 0.0026585509106226, 0.002445744134914185]","[0.0069287720172139106, 0.0036852269467531, 0.00577200291246373, 0.00542432184720174, 0.005471217375557849, 0.00533498034718616, 0.00601410228636717, 0.00489148826982837]"
10%,"Total variation
 distance",Walc,0.0494/0.0481,0.0259/0.0333,0.0489/0.0489,0.0359/0.0359,0.0237/0.0713,0.0289/0.0289,0.046/0.046,0.0289/0.0507,-,0.0387/0.0387,0.0549/0.0283,0.0595/0.0345,0.061/0.0409,0.046/0.046,0.0557/0.049,0.0515/0.0237,0.0198/0.0334,0.0516/0.0462,0.0408/0.0408,0.0476/0.0438,0.0535/0.0535,0.0442/0.0442,0.0127/0.0502,,0.04054167186705946,0.2345005088257079,0.31132753836990573,1.0478160799061547,"[0.04937530054386926, 0.0288746658015759, 0.02886904761904761, 0.046039879435019096, 0.04079994355913655]","[0.04810797301324386, 0.0288746658015759, 0.045962878575451616, 0.05072418845162906, 0.04093308279928811, 0.046039879435019096, 0.04617028441169987, 0.04079994355913655]","[0.145591246570357, 0.0866239974047277, 0.13788863572635485, 0.1303174245223057, 0.14288936427994958, 0.1381196383050573, 0.14398594241999285, 0.12239983067740964]"
10%,"Jensen-Shannon
 divergence",Walc,0.0229/0.0221,0.0137/0.0204,0.0265/0.0265,0.022/0.022,0.0101/0.0278,0.018/0.018,0.0247/0.0247,0.0097/0.0301,-,0.0195/0.0195,0.0157/0.0196,0.0179/0.0293,0.0189/0.0296,0.0231/0.0231,0.0176/0.0307,0.0216/0.0158,0.0099/0.0233,0.0155/0.0311,0.024/0.024,0.0175/0.0201,0.0244/0.0244,0.0254/0.0254,0.0084/0.0294,,0.026591371780446738,0.13560486438597996,0.18248626960298944,0.3595713945023109,"[0.022919384848077172, 0.01800612612534973, 0.009692441069653212, 0.018915044009414638, 0.01549774399495138, 0.02398275255808708]","[0.02209347120705338, 0.01800612612534973, 0.02468546231655263, 0.030147211436715792, 0.02962517759052455, 0.023096136540672916, 0.031139965264596108, 0.02398275255808708]","[0.04501285605513056, 0.03601225225069946, 0.04937092463310526, 0.039839652506369005, 0.04854022159993919, 0.04619227308134583, 0.04663770925954749, 0.04796550511617416]"
30%,"Hellinger
 distance",Walc,0.1926/0.1836,0.0863/0.2313,0.1816/0.1816,0.1738/0.1738,0.1019/0.2262,0.1674/0.1674,0.1753/0.1753,0.0905/0.236,-,0.1558/0.1558,0.0706/0.2174,0.0863/0.2427,0.0918/0.2318,0.1551/0.1551,0.0698/0.2357,0.1691/0.1637,0.0844/0.1941,0.1157/0.2618,0.1724/0.1724,0.0696/0.1502,0.1354/0.1354,0.1652/0.1652,0.0918/0.214,,0.2309117715136589,1.2364948776906357,1.525442172560457,2.744141607153753,"[0.19257871327748294, 0.16742194389215756, 0.17529504376816146, 0.09046277831970913, 0.09180313943210881, 0.11565373925152819, 0.17236774823582873]","[0.18360919363551848, 0.1674219438921576, 0.17529504376816146, 0.23603591976192298, 0.23183163171822052, 0.1550808050601569, 0.2618354098446528, 0.17236774823582873]","[0.3761879069130014, 0.3348438877843152, 0.3505900875363229, 0.3264986980816321, 0.32363477115032935, 0.3101616101203138, 0.37748914909618103, 0.34473549647165747]"
30%,"Wasserstein
 distance",Walc,0.0104/0.0097,0.0069/0.0038,0.0065/0.0065,0.0068/0.0068,0.0105/0.0077,0.0071/0.0071,0.0074/0.0074,0.0135/0.0076,-,0.003/0.003,0.0072/0.0062,0.0059/0.0053,0.0068/0.0053,0.0054/0.0054,0.0056/0.005,0.0146/0.0102,0.0061/0.0052,0.0085/0.0071,0.0053/0.0053,0.0059/0.0046,0.0041/0.0041,0.0075/0.0075,0.009/0.0071,,0.00561044396373757,0.017988454270022658,0.03919644134810189,0.11910785050789417,"[0.007113067286262005, 0.00526494302002308]","[0.0096663734141371, 0.007113067286262005, 0.0073642641199085455, 0.00762444608315396, 0.00529378879958256, 0.0053889866850022, 0.00707811505437411, 0.00526494302002308]","[0.020037106373899854, 0.01422613457252401, 0.014728528239817091, 0.0211365589603187, 0.0120845567854576, 0.010777973370004402, 0.01558710616582637, 0.01052988604004616]"
30%,"Total variation
 distance",Walc,0.1617/0.1531,0.1079/0.1114,0.1257/0.1257,0.1197/0.1197,0.1292/0.138,0.1324/0.1324,0.1344/0.1344,0.1695/0.1253,-,0.1393/0.1393,0.1124/0.111,0.1037/0.1105,0.135/0.1059,0.1067/0.1067,0.0884/0.1134,0.1627/0.1349,0.0983/0.0871,0.1508/0.1374,0.1169/0.1169,0.1135/0.087,0.0752/0.0752,0.1306/0.1306,0.1275/0.1128,,0.10290732001821468,0.6483064075990246,0.8816360324973342,3.131450905796277,"[0.16174183666669334, 0.13235055501448292, 0.13437811506039915, 0.11692858083923448]","[0.15314820807306476, 0.13235055501448292, 0.13437811506039915, 0.12530518058395304, 0.10592355429137897, 0.10666010383190123, 0.13736403968301458, 0.11692858083923448]","[0.46803825281282285, 0.3970516650434488, 0.40313434518119745, 0.4200610294618311, 0.34682975021013634, 0.3199803114957037, 0.42556980907343317, 0.35078574251770345]"
30%,"Jensen-Shannon
 divergence",Walc,0.0572/0.0543,0.0346/0.0594,0.0516/0.0516,0.0506/0.0506,0.0415/0.0442,0.053/0.053,0.0509/0.0509,0.0455/0.0559,-,0.0472/0.0472,0.0346/0.0506,0.0391/0.0564,0.043/0.0542,0.0468/0.0468,0.0295/0.0567,0.0521/0.0463,0.0322/0.0388,0.0518/0.0621,0.0521/0.0521,0.034/0.0384,0.032/0.032,0.0528/0.0528,0.0407/0.0512,,0.04930542399501954,0.29771658549759566,0.38819237857099076,0.8296815229242569,"[0.05721977483799708, 0.050938439034172854, 0.045458442281393605, 0.04295191831682909, 0.051842587032183494]","[0.054319777884424846, 0.05296587579438814, 0.050938439034172854, 0.05588632530935307, 0.05424223698986885, 0.04684824201588505, 0.062068354659232286, 0.0520934959620412]","[0.11153955272242193, 0.10593175158877628, 0.10187687806834571, 0.10134476759074668, 0.09719415530669795, 0.0936964840317701, 0.11391094169141577, 0.10418699192408241]"
50%,"Hellinger
 distance",Walc,0.2424/0.23,0.1137/0.2965,0.2568/0.2568,0.2182/0.2182,0.1475/0.2849,0.2121/0.2121,0.2426/0.2426,0.1259/0.3005,-,0.2028/0.2028,0.1093/0.2666,0.1058/0.2873,0.1435/0.3007,0.1954/0.1954,0.1287/0.3073,0.2231/0.2176,0.1004/0.2358,0.1594/0.3144,0.2204/0.2204,0.0792/0.1932,0.1847/0.1847,0.2094/0.2094,0.1148/0.2864,,0.3043081019257746,1.6257482575594913,1.9731546918942597,3.558058639257492,"[0.24240977876660647, 0.2121333418705078, 0.24264704036219156, 0.12590135505601102, 0.14353152167011915, 0.19543478465059339, 0.15938233325768705]","[0.23001232267995486, 0.21213334187050786, 0.24264704036219156, 0.30054814755333414, 0.3007328617251855, 0.19543478465059339, 0.3143790661409644, 0.22036545932052212]","[0.4724221014465613, 0.42426668374101567, 0.4852940807243831, 0.42644950260934517, 0.4442643833953046, 0.39086956930118677, 0.4737613993986515, 0.44073091864104424]"
50%,"Wasserstein
 distance",Walc,0.0118/0.0113,0.009/0.0078,0.01/0.01,0.0091/0.0091,0.0138/0.0142,0.0111/0.0111,0.0105/0.0105,0.0139/0.0066,-,0.0019/0.0019,0.0077/0.0056,0.0055/0.007,0.01/0.0064,0.0073/0.0073,0.0101/0.0085,0.0144/0.01,0.0016/0.0064,0.0088/0.0082,0.0056/0.0056,0.0046/0.0056,0.0083/0.0083,0.0064/0.0064,0.003/0.0144,,0.00530883846481184,0.03492922250665787,0.05363818688421994,0.146070297699524,"[0.011786050105898675, 0.010486355486703194, 0.007347978449244161]","[0.011269696303654306, 0.011121258547326091, 0.010486355486703194, 0.00660210525936432, 0.006400760924131289, 0.007347978449244159, 0.00822160637033211, 0.0055885514562147]","[0.02305574640955298, 0.022242517094652182, 0.02097271097340639, 0.02051807966851122, 0.01639174025972774, 0.01469595689848832, 0.01701644348275579, 0.0111771029124294]"
50%,"Total variation
 distance",Walc,0.2093/0.1976,0.1455/0.1863,0.2366/0.2366,0.1844/0.1844,0.2337/0.2029,0.1887/0.1887,0.2205/0.2205,0.2288/0.1775,-,0.1667/0.1667,0.1593/0.1416,0.1315/0.155,0.2255/0.1628,0.1512/0.1512,0.1808/0.1792,0.2123/0.1846,0.0796/0.1205,0.2273/0.1816,0.1686/0.1686,0.1308/0.1258,0.1527/0.1527,0.1856/0.1856,0.171/0.2118,,0.1466889428860225,0.7276024757226711,1.1613470138805042,4.516734970085519,"[0.2092747862060833, 0.2204809767456432, 0.15115776988492213]","[0.19757227724550983, 0.18874777984953636, 0.2204809767456432, 0.17747947890141474, 0.162756531618866, 0.15115776988492213, 0.1815843944036808, 0.16862340050274174]","[0.604419340697103, 0.5662433395486091, 0.6614429302369296, 0.5837965907581095, 0.5509732746809155, 0.4534733096547664, 0.5905159830008614, 0.5058702015082253]"
50%,"Jensen-Shannon
 divergence",Walc,0.0677/0.0635,0.0438/0.0746,0.0774/0.0774,0.0671/0.0671,0.0625/0.0575,0.0666/0.0666,0.0736/0.0736,0.0611/0.0749,-,0.0583/0.0583,0.051/0.0619,0.0485/0.0676,0.0672/0.0716,0.0593/0.0593,0.0602/0.0735,0.0599/0.054,0.0341/0.048,0.0725/0.0746,0.0679/0.0679,0.0389/0.0499,0.0527/0.0527,0.0667/0.0667,0.0568/0.0741,,0.06579289052709673,0.4020059365507927,0.5099325496576947,1.087906168607036,"[0.06772557984309227, 0.06659978985769252, 0.07357061916627397, 0.06109134508828532, 0.0672257120683519]","[0.06351854734916754, 0.06659978985769252, 0.07357061916627397, 0.07492198716902153, 0.07164859821824326, 0.059272819297191394, 0.07464395565000151, 0.06788995552990837]","[0.1312441271922598, 0.13319957971538504, 0.14714123833254794, 0.13601333225730686, 0.13887431028659517, 0.11854563859438279, 0.1471080311687416, 0.13577991105981674]"
