"Swap 
 Percentage",Measurement,Feature,age,freetime,activities,romantic,famrel,goout,guardian,health,higher,internet,Pstatus,nursery,absences,Walc,Medu,Fjob,traveltime,famsup,studytime,sex,reason,schoolsup,paid,,CDI,SUM,AVERAGE,SUM_COMBINED,RAW_NDI,RAW_NII,RAW_NDI_NII
30%,"Total variation
 distance",nursery,-,0.0454/0.0362,0.0509/0.009,0.0465/0.0235,0.046/0.0749,0.0413/0.0449,0.0422/0.0141,-,0.0024/0.1699,0.0406/0.0162,-,-,0.0275/0.1233,0.031/0.1002,0.0394/0.1314,0.046/0.0395,0.0336/0.0483,0.0517/0.059,0.0305/0.1088,-,0.0319/0.0411,0.0312/0.0465,0.0457/0.0407,,0.06119007982057799,0.06119007982057799,0.6248520783338272,2.938728055121572,[],"[0.036154888084460685, 0.00901992819462391, 0.023461582250995795, 0.07485395441715807, 0.04490923633999737, 0.01407809055972547, 0.1698641582499148, 0.016229139091942756, 0.12325761651551252, 0.1001936455663007, 0.13135276921875771, 0.03952247368052247, 0.04829088585438002, 0.05904816716950236, 0.10880984232706237, 0.041128743325876946, 0.04646122519328436, 0.040687650986480084]","[0.1176847190235408, 0.0689625790515947, 0.09340070693316824, 0.19572071938338492, 0.1311644747433467, 0.07040610400274148, 0.34216736188165664, 0.07303932516224507, 0.27404606913287466, 0.2313515465512074, 0.30213829855505625, 0.1250440369240983, 0.13021930376424015, 0.16980741193515078, 0.24814367516777097, 0.11417824471894901, 0.12416039137172788, 0.1270930868188178]"
30%,"Jensen-Shannon
 divergence",nursery,-,0.0244/0.0232,0.0251/0.0074,0.0213/0.0156,0.0224/0.0364,0.0226/0.027,0.021/0.0098,-,0.0022/0.0617,0.023/0.0099,-,-,0.0146/0.0522,0.0177/0.0479,0.0224/0.0584,0.0242/0.0229,0.0179/0.0266,0.0249/0.0294,0.0173/0.0477,-,0.018/0.0223,0.0166/0.0266,0.0221/0.0222,,0.02782882070596928,0.02782882070596928,0.3014940012345172,0.9050976702128893,[],"[0.023227463310309372, 0.00738668867597375, 0.015572462568513579, 0.036380994170118044, 0.026993657575839845, 0.0098175143747633, 0.06171980812940599, 0.009896585105771545, 0.052181850797400675, 0.047942133820812215, 0.058449418879015856, 0.022881552558129507, 0.026644202127665717, 0.029403186287238942, 0.04765386046390821, 0.022318828009572265, 0.026638085338605733, 0.02222206886405128]","[0.04760445401663895, 0.032482533714805695, 0.03688404450638378, 0.05879535510496488, 0.04959332941529233, 0.030824640066850668, 0.06393998404101672, 0.03285898542917056, 0.06681820669317656, 0.06560612167145323, 0.08089173564609932, 0.04705522161171028, 0.0445036206174336, 0.05431703701943558, 0.06499995311164536, 0.040357408485521704, 0.043268271476831544, 0.04429676758445865]"
50%,"Hellinger
 distance",nursery,-,0.1222/0.1331,0.1085/0.0445,0.1044/0.0716,0.1121/0.15,0.1064/0.1398,0.1073/0.0416,-,0.0218/0.2844,0.1177/0.069,-,-,0.0564/0.2476,0.0846/0.2068,0.1232/0.2758,0.1186/0.1225,0.1088/0.1161,0.1203/0.1383,0.0914/0.2093,-,0.1128/0.1154,0.1035/0.1362,0.1212/0.101,,0.13533105027215694,0.13533105027215694,1.436838053997745,4.443982589255613,[],"[0.13307104615153073, 0.0445058251585331, 0.0715741183711721, 0.1500235830117028, 0.13979737620859162, 0.04156302565752009, 0.2844235470622808, 0.0690296789883044, 0.24762553221726963, 0.20676359174299125, 0.27579232681133414, 0.12251701036494345, 0.11614678465494235, 0.13830954519286787, 0.20929932735075849, 0.11535022186998753, 0.13621180016098305, 0.10100966647546239]","[0.25524757795426517, 0.1530340432706429, 0.17594537108301866, 0.26207403301575927, 0.24624252689685297, 0.14882364790282168, 0.3062280888879273, 0.18672275241067304, 0.3040241905913253, 0.2913354608179488, 0.39895503703258445, 0.24113133853540053, 0.22497665428583646, 0.25857420192810265, 0.30067140066169007, 0.22815775618456458, 0.23967829634869742, 0.2221602114475018]"
50%,"Wasserstein
 distance",nursery,-,0.0046/0.0034,0.0038/0.0007,0.0039/0.0022,0.0049/0.0056,0.0036/0.0025,0.0033/0.0011,-,0.0003/0.0169,0.0043/0.0027,-,-,0.0013/0.0121,0.0025/0.0059,0.0028/0.0094,0.0044/0.0046,0.0038/0.0017,0.004/0.0056,0.0024/0.0082,-,0.0039/0.0033,0.0034/0.0049,0.0039/0.0032,,0.00577493419292138,0.00577493419292138,0.052734092788629644,0.15510920435945588,[],"[0.003364787097580455, 0.000659062229381925, 0.002161121841302005, 0.005621963713733875, 0.0025475231681495, 0.00106410238363772, 0.016873515532795518, 0.00274629093675277, 0.01205402717651173, 0.005895243397635135, 0.00938502445879405, 0.004611394028504656, 0.0017369654220931448, 0.005561433887308595, 0.008218906006926645, 0.003266974362634535, 0.00494394676366495, 0.00320603478400931]","[0.00799375914356569, 0.00443982227799033, 0.00602623593099077, 0.010568128712478895, 0.0061195825021090194, 0.004411485234274235, 0.017145419935149755, 0.007054159271353325, 0.013371436980439041, 0.008406927734174766, 0.012183063614992714, 0.009049731623206742, 0.005520764998744409, 0.009560830134818406, 0.01060874409096693, 0.007178552880588095, 0.00831849906962311, 0.0071520602239896446]"
50%,"Total variation
 distance",nursery,-,0.0739/0.0688,0.0614/0.0144,0.0637/0.0317,0.074/0.1037,0.0586/0.0785,0.0593/0.0153,-,0.0062/0.29,0.0754/0.0424,-,-,0.0249/0.2246,0.0447/0.1443,0.061/0.2286,0.0767/0.076,0.0635/0.0599,0.0713/0.0945,0.0443/0.1653,-,0.0672/0.0592,0.0606/0.0887,0.0741/0.0533,,0.09727514695037781,0.09727514695037781,1.016875150780198,4.739293870050769,[],"[0.0688456400482714, 0.014389190899676305, 0.03172608300587484, 0.10370178137136088, 0.07845116329749535, 0.01529275400065937, 0.29000009167206053, 0.042439047482033025, 0.22460215099134495, 0.14428914243259522, 0.22860149450753392, 0.07597769430212711, 0.059871246140195386, 0.0945088427400668, 0.16533715092854348, 0.05915126773179948, 0.08874068126107157, 0.05327458484693064]","[0.21160927555066342, 0.09020776000512691, 0.12711512364262825, 0.28144821888740656, 0.21554443541694718, 0.08987704031984751, 0.5861515964501789, 0.16027646531201972, 0.47407213881382093, 0.33325181135456483, 0.5182493711778513, 0.22865165526441636, 0.1832796431426374, 0.26032902389780965, 0.37493432242377855, 0.1855491474674357, 0.23805806444690955, 0.18068877647672743]"
50%,"Jensen-Shannon
 divergence",nursery,-,0.0348/0.038,0.029/0.0104,0.0285/0.0196,0.0332/0.0451,0.0278/0.0423,0.0295/0.0113,-,0.005/0.0836,0.0339/0.0196,-,-,0.014/0.0744,0.0223/0.0602,0.0349/0.0819,0.035/0.035,0.0306/0.0343,0.033/0.0408,0.0225/0.0639,-,0.031/0.0322,0.0282/0.0382,0.0356/0.0277,,0.04135482375986815,0.04135482375986815,0.42059194688045737,1.2672412905063735,[],"[0.03803484472758911, 0.01035918991073031, 0.019560937861008675, 0.04505488272627395, 0.042291073956396696, 0.0112872059708309, 0.08359022093780594, 0.019622745310925595, 0.07437765264404017, 0.06024754325870067, 0.08189911437111268, 0.03499817887243288, 0.03433079333013967, 0.040815629814183456, 0.06393139758335306, 0.032174467046403345, 0.03822495246433691, 0.027673415454914373]","[0.07283637712397369, 0.03932865683715454, 0.04804992369307673, 0.07820914694654649, 0.07008570069451003, 0.04078528154971252, 0.08857203031614545, 0.0535613453605192, 0.08840769574738207, 0.08255430376911424, 0.1168340576874891, 0.06996984198800268, 0.0649798673625614, 0.07381708126746425, 0.08643758416025997, 0.06315063459231006, 0.0663809430523698, 0.06328081835778125]"
70%,"Hellinger
 distance",nursery,-,0.1282/0.16,0.1403/0.0604,0.1366/0.0684,0.1224/0.1878,0.121/0.1627,0.1426/0.0612,-,0.0169/0.3352,0.1352/0.0948,-,-,0.0891/0.2934,0.1203/0.238,0.1506/0.2947,0.1463/0.1424,0.1203/0.1549,0.1487/0.1612,0.1135/0.2497,-,0.1347/0.1451,0.1402/0.1732,0.1408/0.1401,,0.15932725717055246,0.15932725717055246,1.7209632896809413,5.370847720507762,[],"[0.16004281890555264, 0.06035950873633329, 0.06837947949594358, 0.18778985533036185, 0.1626828695825801, 0.06119649506614048, 0.33522245862047717, 0.09481184101885887, 0.29343189696184063, 0.23798131545057327, 0.29471925701642815, 0.14244262317033607, 0.15487931575052277, 0.16117312027027136, 0.24969439214666087, 0.14510130983318792, 0.17323021729381177, 0.14013329037089703]","[0.2882292534071918, 0.2006552318060395, 0.20498679622712174, 0.31018720979458236, 0.28369725008282254, 0.20376619280424935, 0.35208737948815527, 0.23001265034731627, 0.3825711078349463, 0.3583143566688114, 0.4452970157531372, 0.28873054230840667, 0.2751520156536693, 0.3098256169241911, 0.36323359576532827, 0.2797816384479034, 0.3134236648492371, 0.28089620234465357]"
70%,"Wasserstein
 distance",nursery,-,0.0046/0.0038,0.0053/0.001,0.0047/0.0019,0.0047/0.0066,0.0036/0.0042,0.0044/0.0015,-,0.0002/0.0235,0.0049/0.0036,-,-,0.0021/0.0149,0.0046/0.007,0.0039/0.0069,0.0056/0.0046,0.0041/0.0049,0.0048/0.0063,0.0033/0.0113,-,0.0046/0.0053,0.0052/0.0061,0.0052/0.0057,,0.00634819881081228,0.00634819881081228,0.06590029990484794,0.19490119369545805,[],"[0.0038207566736058554, 0.0009734624162361149, 0.0019449026529153, 0.006636034201640816, 0.00418049454427264, 0.00147662605481436, 0.023542155923170115, 0.003561268177351205, 0.014887254291811014, 0.007006029953637985, 0.006854959700446491, 0.00460289025645076, 0.004947635806199354, 0.00633218490707634, 0.011290038468183664, 0.00525705390670779, 0.00612319836247516, 0.005667255891076349]","[0.008408485535661765, 0.00629017642545537, 0.006615106872484515, 0.011365749655954806, 0.00781490095232765, 0.005909079447505095, 0.02372279779303465, 0.008412156477886946, 0.016962516704717143, 0.01158235195372783, 0.01071479383080306, 0.01023691913098876, 0.00909017452189311, 0.01116197952051542, 0.01456391512305078, 0.00987340561152645, 0.01133441188815551, 0.010842272249769174]"
70%,"Total variation
 distance",nursery,-,0.0769/0.0929,0.0873/0.0212,0.0829/0.0327,0.0789/0.1397,0.068/0.0998,0.0911/0.0251,-,0.0058/0.388,0.0911/0.059,-,-,0.057/0.298,0.0782/0.1709,0.0847/0.24,0.0967/0.0912,0.0725/0.11,0.0898/0.1126,0.061/0.22,-,0.0805/0.0881,0.0914/0.1116,0.1014/0.0956,,0.11862341766789901,0.11862341766789901,1.3167754967795475,6.187697941773573,[],"[0.09286208487548003, 0.021199474345064633, 0.03270492361230472, 0.1397081643552399, 0.0997872653858382, 0.025134209410960923, 0.38798950626901707, 0.05900174967303795, 0.2979953303624556, 0.17085002073425476, 0.23997020384495182, 0.09115854395135121, 0.1099534390573399, 0.11261659624739248, 0.22003748873800952, 0.08807263048689372, 0.11164161935031283, 0.09562090752339121]","[0.2626417453389329, 0.12970810328471605, 0.1483381260574796, 0.35832214433571974, 0.2675380729491911, 0.1413785743454431, 0.7817479488787358, 0.20906446875457335, 0.6529699449864519, 0.4198555764725974, 0.5646124496624795, 0.2790033925564488, 0.2924560499289004, 0.315006616799562, 0.5010525641461498, 0.2566774761473378, 0.31471166377948345, 0.2926130233493698]"
70%,"Jensen-Shannon
 divergence",nursery,-,0.0349/0.0464,0.0402/0.014,0.0374/0.0188,0.0341/0.0571,0.0321/0.0482,0.0418/0.017,-,0.0039/0.0969,0.0396/0.0283,-,-,0.0255/0.0891,0.0339/0.0682,0.0419/0.0884,0.0433/0.0416,0.0325/0.0484,0.0399/0.0485,0.0304/0.0751,-,0.037/0.0398,0.041/0.0488,0.0408/0.0428,,0.04838294331509212,0.04838294331509212,0.5071431285184737,1.547663667551173,[],"[0.04644361781880814, 0.01397581316939559, 0.018771188777356715, 0.05709949292857921, 0.04820090169834984, 0.01703855967665953, 0.09688928634104804, 0.02831597208147028, 0.08910165384496892, 0.06824448302134077, 0.08838152136981836, 0.041579380771700154, 0.04844646085902326, 0.04853330659540209, 0.07513488518439214, 0.03982801900854568, 0.048774284104223554, 0.042761543155680946]","[0.0813749709258253, 0.05419091276964576, 0.05619744096950683, 0.09117529956071647, 0.08027620197363255, 0.058792334732192725, 0.10075405748451263, 0.06794979550751029, 0.11457546504304487, 0.10217733717742128, 0.13032655200057555, 0.08492851864785264, 0.08099619861117709, 0.08839926655424796, 0.10548491559874443, 0.07678241312029258, 0.08974509180648713, 0.08353689506778708]"
10%,"Hellinger
 distance",absences,-,0.0892/0.0305,0.0892/0.0,0.0983/0.0257,0.0959/0.0315,0.0908/0.0232,0.0926/0.0232,-,0.0349/0.0985,0.0897/0.0087,-,-,-,0.0749/0.0754,-,-,0.1064/0.0315,0.0852/0.0631,0.1071/0.0865,-,0.1026/0.0598,-,0.1038/0.014,,0.09586767251006595,0.09586767251006595,0.38166710442569146,1.8321798812009287,[],"[0.030466656250814433, 0.0, 0.0256524021478194, 0.03146372092189987, 0.02324527509632188, 0.02324527509632188, 0.09846007146443445, 0.008716978161120704, 0.07540006827098351, 0.03146372092189987, 0.0631324429732947, 0.08650932242783156, 0.05981316549885036, 0.01402976459965846]","[0.11971121721858545, 0.08917136414006545, 0.12392720170938287, 0.1273313934319658, 0.11400877812575923, 0.11589402778667585, 0.13332798410891727, 0.09843672640939626, 0.1503249492614625, 0.13783385595009437, 0.14833954188938797, 0.19357811275020992, 0.16244250331675197, 0.11785222510227349]"
10%,"Wasserstein
 distance",absences,-,0.0014/0.0003,0.0011/0.0,0.0041/0.0005,0.0017/0.0005,0.0012/0.0004,0.0012/0.0004,-,0.0007/0.0013,0.0014/0.0001,-,-,-,0.0013/0.004,-,-,0.0016/0.0004,0.0014/0.0038,0.0053/0.0019,-,0.0047/0.0007,-,0.0042/0.0003,,0.001185137210462341,0.001185137210462341,0.008478359752203526,0.0459788290324183,[],"[0.00026809532878484705, 0.0, 0.00045268018643926475, 0.0005490556853389648, 0.00036125819699122356, 0.0003727619510541765, 0.0012726251277865941, 0.00014090296311837058, 0.004049200906453306, 0.0003659244699517353, 0.003799832690480235, 0.001941101985169747, 0.0007457051084801119, 0.00026730048343379413]","[0.0016411155603938354, 0.0011440714477034411, 0.004531216298378294, 0.0022852321888784765, 0.001560069066727912, 0.0015605531948478294, 0.0020068676590540412, 0.0015026233192121353, 0.005327666274696758, 0.0020123233718928528, 0.005216080006980393, 0.007232141677842464, 0.0054596871770572295, 0.004499181788752648]"
10%,"Total variation
 distance",absences,-,0.0241/0.0061,0.0231/0.0,0.0523/0.0064,0.0289/0.0073,0.0257/0.005,0.0241/0.0051,-,0.0113/0.0263,0.0242/0.0018,-,-,-,0.0201/0.0487,-,-,0.0323/0.0062,0.0246/0.0438,0.0661/0.0331,-,0.0591/0.0136,-,0.0554/0.0035,,0.02542334113445857,0.02542334113445857,0.12888404089254937,0.8851408104454496,[],"[0.006099509336420887, 0.0, 0.0063767744104547, 0.0072732044761649175, 0.005013269842519506, 0.005121098578623494, 0.02634076618873021, 0.0018057874889259881, 0.04870508806910386, 0.0061878462369937175, 0.04375779856098003, 0.033120685781502256, 0.013617273969197959, 0.003502296576564094]","[0.03628280677417797, 0.023051409529302125, 0.06509944339625452, 0.043400400445124124, 0.03572158724286977, 0.03436248178895726, 0.06401538523379245, 0.02780693776013924, 0.11753328411388803, 0.04470387342847887, 0.11209600197271447, 0.13230941694793233, 0.08630887799198034, 0.062448903819837996]"
10%,"Jensen-Shannon
 divergence",absences,-,0.0187/0.0064,0.0187/0.0,0.0253/0.0053,0.0201/0.0066,0.019/0.0049,0.0195/0.0049,-,0.0073/0.0207,0.0188/0.0019,-,-,-,0.0157/0.0222,-,-,0.0223/0.0066,0.0179/0.0178,0.0295/0.0205,-,0.0261/0.0126,-,0.0265/0.0029,,0.020132559305261054,0.020132559305261054,0.08679158564413303,0.41855344420535523,[],"[0.006432325844846536, 0.0, 0.005348964234188118, 0.006578933084474982, 0.0048502066113288705, 0.004925492526779695, 0.020673895952293117, 0.0018583490933081531, 0.022242068639639172, 0.0066263308945133945, 0.017816802223679335, 0.020468577315635006, 0.012594314569681912, 0.0029017916873756533]","[0.025143213083064823, 0.018720161390743787, 0.03064545849340263, 0.0266297132282687, 0.023884189824247275, 0.024388012917946636, 0.02796328132252554, 0.020648373586989434, 0.037917599473373975, 0.028919204364473386, 0.035717129382653666, 0.049929220808673125, 0.03866194464713098, 0.02938594168186129]"
30%,"Hellinger
 distance",absences,-,0.1619/0.0855,0.1548/0.0058,0.163/0.053,0.1685/0.0815,0.1693/0.0822,0.1596/0.0281,-,0.0719/0.1954,0.1578/0.0426,-,-,-,0.1602/0.1534,-,-,0.1808/0.088,0.1604/0.0928,0.1658/0.1577,-,0.1733/0.0933,-,0.1665/0.0291,,0.15553084178718327,0.15553084178718327,0.7497187364345302,3.4023238795075166,[],"[0.08546556764666977, 0.00581131877408047, 0.053013276052952474, 0.08150120533632381, 0.08215443425821434, 0.02805952919931692, 0.19541656638379115, 0.0425878261345181, 0.15344505813533055, 0.08803949971685389, 0.09277541148912637, 0.15772056119676028, 0.09332894110035346, 0.029056593870402353]","[0.24740275706278003, 0.16061336713774677, 0.21605958078461382, 0.2500125996167543, 0.2514768702277217, 0.18762841390245202, 0.26734792021765885, 0.20041580549367732, 0.31365666929760605, 0.26885600373690904, 0.2532139904725941, 0.32352304354097583, 0.26660313309513856, 0.19551372492088864]"
30%,"Wasserstein
 distance",absences,-,0.0063/0.0067,0.0022/0.0001,0.0041/0.0009,0.0065/0.0034,0.0078/0.0017,0.0026/0.0002,-,0.0017/0.008,0.002/0.0017,-,-,-,0.0041/0.0059,-,-,0.0049/0.0017,0.0043/0.0011,0.006/0.0057,-,0.0102/0.0076,-,0.004/0.0005,,0.002099991250969635,0.002099991250969635,0.024602457792814676,0.11167455405435504,[],"[0.006650340362395306, 9.142198944804118e-05, 0.0009062049576226941, 0.0034167348728595588, 0.0016659088849843413, 0.0001925551449306353, 0.007993940836249724, 0.0016995943532935823, 0.0059094319586867824, 0.001653108376452159, 0.0011385008844275706, 0.00565834371935837, 0.007569653374703812, 0.0004591933682775118]","[0.012902907350434206, 0.0023142911159503062, 0.0050040717242535, 0.009934499210750465, 0.009486133228687965, 0.002753509988830606, 0.0096471346038832, 0.003667291672992659, 0.010037738980693725, 0.006552568367965159, 0.0053917708690307655, 0.011686059864036777, 0.017788516397188436, 0.004508060679657283]"
30%,"Total variation
 distance",absences,-,0.1025/0.0621,0.0587/0.0014,0.0819/0.0172,0.0991/0.051,0.1162/0.0276,0.0631/0.0049,-,0.0266/0.13,0.0597/0.0264,-,-,-,0.0753/0.091,-,-,0.0974/0.0299,0.0819/0.0278,0.099/0.0943,-,0.1232/0.0761,-,0.0844/0.0062,,0.05869554963381345,0.05869554963381345,0.38163913213925166,2.4605922508050546,[],"[0.062148148375956766, 0.0013888888888888883, 0.017158276974793035, 0.05097400510597141, 0.02762992665539013, 0.004902049022113918, 0.13002197852045524, 0.026374560269723162, 0.09101025321719168, 0.029941070117528307, 0.027827775810579065, 0.09426251785594102, 0.07608178072569372, 0.006165933470650118]","[0.22677500036958254, 0.061476684520242575, 0.11623203564048694, 0.20105457177868447, 0.17147637554895245, 0.07285989110494333, 0.2866260258849407, 0.1124190132868495, 0.25727285626451224, 0.1572686456093935, 0.13759537509036526, 0.28749406386680487, 0.2753190383763116, 0.09672267346298455]"
30%,"Jensen-Shannon
 divergence",absences,-,0.0427/0.0253,0.0326/0.0012,0.0382/0.011,0.04/0.0225,0.044/0.0172,0.0337/0.006,-,0.015/0.0477,0.0334/0.0112,-,-,-,0.0359/0.0395,-,-,0.0419/0.0184,0.0376/0.0194,0.0429/0.0392,-,0.0461/0.0283,-,0.0389/0.0061,,0.03285575048471229,0.03285575048471229,0.1794218718434478,0.8160653801389014,[],"[0.025331267104940648, 0.0012225598293916352, 0.011018753984624024, 0.022538545453514466, 0.017241473367115314, 0.005972037761314982, 0.04773975513864254, 0.011189157387872265, 0.039453304669696855, 0.01838929649850371, 0.01940310000880993, 0.03918789133030773, 0.028335789415395288, 0.006109310767341594]","[0.06801975989786933, 0.03383873446803503, 0.04922076940253371, 0.0625247187337106, 0.061217813772040844, 0.03963128342794807, 0.06276574899949389, 0.044596186906309426, 0.0753430757824706, 0.06024987638136404, 0.05703911926123547, 0.08208708273165999, 0.07448367854888346, 0.04504753182534691]"
50%,"Hellinger
 distance",absences,-,0.2253/0.1051,0.2167/0.0174,0.2142/0.068,0.2344/0.1105,0.2267/0.118,0.2234/0.0397,-,0.1001/0.2652,0.228/0.0764,-,-,-,0.2098/0.1955,-,-,0.2432/0.1209,0.2132/0.1343,0.1962/0.1957,-,0.2112/0.1127,-,0.2202/0.0532,,0.21041141985489228,0.21041141985489228,1.0167172944906429,4.575247337781242,[],"[0.10505619409602313, 0.01743395632224141, 0.06799341521362, 0.11051192545183888, 0.11804121301284438, 0.03968216674747786, 0.26517908171137006, 0.07637102047249407, 0.19548313915429433, 0.12094278330953043, 0.13434007450360202, 0.1957301724179798, 0.11269474901243753, 0.053151857845747066]","[0.3303780988479764, 0.23416519230060412, 0.282190764253829, 0.34490753189196766, 0.34478812565946265, 0.26304241172910775, 0.365304553744368, 0.3043395155050433, 0.40527187248028257, 0.3641452944508784, 0.34755746860457715, 0.39195468813930767, 0.32386909373537154, 0.2733327264384655]"
50%,"Wasserstein
 distance",absences,-,0.009/0.0014,0.0073/0.001,0.0066/0.0012,0.0088/0.0029,0.0118/0.0025,0.0085/0.0004,-,0.0027/0.0127,0.0113/0.0063,-,-,-,0.0067/0.0066,-,-,0.0096/0.0033,0.0081/0.0086,0.0036/0.0123,-,0.01/0.0063,-,0.0074/0.004,,0.0064425260739060354,0.0064425260739060354,0.04125374870055618,0.18109155796857387,[],"[0.0013647902533156413, 0.0010196268910555649, 0.0011903642833116, 0.0029334000880368353, 0.0025490011399132767, 0.00037450282981251766, 0.012686712790321176, 0.006319988854920205, 0.00664263052354623, 0.003310312984951853, 0.008643002263123277, 0.012331110169210511, 0.006266628800061688, 0.003990373381719905]","[0.010318970889709567, 0.008294307739208988, 0.00782308504249823, 0.01177907993610582, 0.014340735864869343, 0.008896945714404941, 0.0154101445242513, 0.017637227400786736, 0.013293466737394113, 0.012937899236320934, 0.016697536618465514, 0.01597447589783122, 0.01628753820013999, 0.01140014416658721]"
50%,"Total variation
 distance",absences,-,0.1656/0.0437,0.1387/0.0137,0.1303/0.0202,0.1735/0.0514,0.1833/0.0459,0.1551/0.0076,-,0.0507/0.2233,0.1742/0.0559,-,-,-,0.129/0.1238,-,-,0.1769/0.0598,0.1467/0.0999,0.0922/0.1743,-,0.1391/0.0679,-,0.1478/0.0427,,0.12731004097978754,0.12731004097978754,0.6423632282170071,4.063184996496805,[],"[0.04370772525464243, 0.013704726723757846, 0.02016750241735783, 0.05143343772742595, 0.04590378257833756, 0.0076380202753465595, 0.22326893702344489, 0.05587259469269683, 0.123753731705272, 0.05979445832955374, 0.09992999965771944, 0.17430821922151765, 0.0679122628115625, 0.042710976055803915]","[0.252989045956313, 0.16614323487884403, 0.17061243379287688, 0.2763583470461085, 0.27508008947087986, 0.17039567784423307, 0.49724470182764036, 0.2859217557697334, 0.37650836702700585, 0.2965159045831084, 0.3465471653035132, 0.4407748936300264, 0.274884650398772, 0.2332087289677503]"
50%,"Jensen-Shannon
 divergence",absences,-,0.0589/0.0257,0.0524/0.006,0.0493/0.0143,0.0608/0.0263,0.0596/0.0247,0.0549/0.0084,-,0.021/0.0684,0.0612/0.0234,-,-,-,0.0483/0.0483,-,-,0.0589/0.0275,0.053/0.0372,0.0414/0.0555,-,0.0494/0.0286,-,0.0545/0.0157,,0.04857791992892309,0.04857791992892309,0.2534954244157385,1.1333654757081604,[],"[0.025677985494973535, 0.0059765551207407, 0.01425859607647423, 0.02627651693733188, 0.02465273338334101, 0.008412712227928483, 0.0683723847700208, 0.0234126269487882, 0.0482751582378922, 0.02745661347574724, 0.03722043130997887, 0.055490355428450565, 0.028625908069797746, 0.0157264314921654]","[0.08459876906066156, 0.05834966780326341, 0.06359314304529684, 0.08706744652306612, 0.08420528661240005, 0.06333872989223473, 0.08936502868684994, 0.08458021173211207, 0.09658303264737814, 0.08639217513177976, 0.09022850645850786, 0.09689902687723367, 0.07797992907756292, 0.0701845221598134]"
70%,"Hellinger
 distance",absences,-,0.2679/0.1235,0.2605/0.0198,0.256/0.0832,0.2694/0.1356,0.281/0.1591,0.2685/0.071,-,0.1208/0.3195,0.2526/0.0744,-,-,-,0.2653/0.2331,-,-,0.2876/0.1597,0.2514/0.1684,0.2299/0.2299,-,0.2549/0.1385,-,0.268/0.0634,,0.264076378402233,0.264076378402233,1.253595992513954,5.512916722016604,[],"[0.1234836411898401, 0.01984108337373893, 0.0831785274765286, 0.13555245475083486, 0.15906946174340075, 0.07099881187731513, 0.3195485350839947, 0.07442949442405081, 0.23312982864659956, 0.15965352870515953, 0.16840413524142148, 0.2298601012907622, 0.13846726606886717, 0.06342235835092827]","[0.391415887817658, 0.2803421216663632, 0.33921193109097897, 0.40499621875103464, 0.44009065328903807, 0.33952984251769835, 0.44030893466467463, 0.32704848314467616, 0.49839074859511323, 0.4472231935972814, 0.41982713097403956, 0.4597675925147855, 0.3933677340884099, 0.331396249304852]"
70%,"Wasserstein
 distance",absences,-,0.0068/0.0021,0.0105/0.0033,0.0079/0.0011,0.0125/0.0064,0.0152/0.0089,0.0098/0.0012,-,0.0036/0.0153,0.0099/0.0042,-,-,-,0.0108/0.0112,-,-,0.0109/0.0089,0.0088/0.0081,0.0066/0.011,-,0.012/0.0042,-,0.0103/0.0012,,0.012217641282481458,0.012217641282481458,0.055813924255534886,0.22285322793524875,[],"[0.002112551836640047, 0.003346865267549812, 0.0011027639820799177, 0.006392701799804242, 0.00894871988585433, 0.0011938215889075, 0.015296566933990048, 0.004249795396355306, 0.01122044697693343, 0.008906845278306024, 0.008052606158166576, 0.011034690178485906, 0.004152543533753042, 0.0011816471292806765]","[0.008903910126048829, 0.01388626712876406, 0.009033522978455723, 0.018919066704203683, 0.02415632783953632, 0.01100592756093577, 0.018890510476801754, 0.014184317377725505, 0.021972913844271694, 0.019792178549506084, 0.01689372736164802, 0.017587431066613146, 0.016190627181248553, 0.011436499739489629]"
70%,"Total variation
 distance",absences,-,0.2247/0.0646,0.1941/0.0285,0.2073/0.0254,0.2181/0.0971,0.275/0.1128,0.2382/0.0192,-,0.0737/0.3196,0.1865/0.0572,-,-,-,0.2428/0.184,-,-,0.2462/0.1202,0.1838/0.1212,0.1382/0.1902,-,0.1959/0.0755,-,0.2318/0.021,,0.21207006513123416,0.21207006513123416,0.9303192693207162,5.729270527805946,[],"[0.06457006875910254, 0.02846115369916909, 0.025405105330472664, 0.09711799913004142, 0.11284555733598077, 0.01924026550667877, 0.3196357155659725, 0.057182774228964506, 0.18395629489098675, 0.12020690410665175, 0.12117421029052518, 0.19015666420852395, 0.07552798582882536, 0.02101770949706904]","[0.3538818523735151, 0.2510543503483306, 0.2580972558715636, 0.412309086805806, 0.5006889501854299, 0.2766798605066383, 0.7130117203149711, 0.3008199065089152, 0.6106804724148025, 0.4865762296157855, 0.4261462971714074, 0.5184813473122669, 0.34699803227154036, 0.2738451661049738]"
